1, 1, 13
1, 3, 19
1, 0, 10
1, 1, 13
1, 2, 17
1, 1, 13
1, 3, 19
1, 2, 13
1, 0, 10
1, 2, 17
1, 3, 17
1, 0, 10
1, 1, 13
1, 3, 19
1, 0, 10
1, 1, 13
1, 1, 13
1, 3, 17
1, 1, 13
1, 1, 13
1, 1, 13
1, 1, 15
1, 0, 10
1, 4, 19
1, 8, 32
1, 0, 10
1, 3, 19
1, 1, 13
1, 3, 17
1, 2, 19
1, 0, 10
1, 4, 23
1, 1, 13
1, 5, 23
1, 4, 21
1, 3, 19
1, 3, 17
1, 3, 17
1, 4, 19
1, 3, 17
1, 2, 17
1, 3, 17
1, 4, 21
1, 1, 13
1, 1, 13
1, 0, 10
1, 0, 10
1, 0, 10
1, 1, 13
1, 1, 13
1, 1, 13
1, 0, 10
1, 1, 13
1, 8, 32
1, 1, 13
1, 0, 10
1, 3, 19
1, 0, 10
1, 3, 17
1, 0, 10
1, 0, 10
1, 4, 21
1, 3, 19
1, 0, 10
1, 1, 13
1, 3, 17
1, 4, 19
1, 3, 17
1, 0, 10
1, 1, 13
1, 0, 10
1, 0, 10
1, 1, 13
1, 1, 13
1, 1, 13
1, 4, 19
1, 2, 21
1, 1, 13
1, 0, 10
1, 2, 17
1, 0, 10
1, 0, 10
1, 1, 13
1, 1, 13
1, 2, 17
1, 7, 32
1, 0, 10
1, 1, 13
1, 3, 17
1, 1, 13
1, 1, 15
1, 0, 10
1, 4, 19
1, 4, 21
1, 1, 13
1, 2, 15
1, 0, 10
1, 1, 13
1, 2, 17
1, 0, 10
1, 2, 17
1, 2, 17
1, 3, 17
1, 1, 15
1, 0, 10
1, 3, 19
1, 1, 13
1, 1, 13
1, 0, 10
1, 3, 23
1, 1, 13
1, 3, 17
1, 1, 13
1, 1, 15
1, 0, 10
1, 2, 17
1, 3, 17
1, 0, 10
1, 3, 17
1, 1, 13
1, 1, 13
1, 1, 13
1, 1, 13
1, 3, 19
1, 1, 13
1, 0, 10
1, 2, 17
1, 3, 17
1, 0, 10
1, 3, 17
1, 1, 13
1, 1, 13
1, 2, 17
1, 0, 10
1, 2, 21
1, 1, 13
1, 0, 10
1, 0, 10
1, 3, 17
1, 3, 19
1, 4, 19
1, 1, 13
1, 1, 13
1, 7, 27
1, 2, 15
1, 1, 15
1, 0, 10
1, 2, 21
1, 4, 19
1, 4, 19
1, 4, 21
1, 1, 13
1, 3, 17
1, 1, 13
1, 0, 10
1, 1, 13
1, 5, 23
1, 1, 13
1, 0, 10
1, 2, 17
1, 0, 10
1, 1, 13
1, 1, 13
1, 2, 17
1, 2, 17
1, 3, 19
1, 0, 10
1, 0, 10
1, 1, 13
1, 1, 13
1, 3, 17
1, 1, 13
1, 1, 13
1, 0, 10
1, 5, 23
1, 3, 19
1, 1, 13
1, 1, 13
1, 2, 17
1, 5, 30
1, 0, 10
1, 1, 13
1, 1, 13
1, 1, 13
1, 4, 19
1, 1, 13
1, 1, 13
1, 3, 17
1, 3, 17
1, 1, 13
1, 3, 17
1, 1, 13
1, 3, 17
1, 2, 19
1, 3, 21
1, 3, 19
1, 6, 30
1, 1, 13
1, 2, 13
1, 0, 10
1, 2, 17
1, 4, 19
1, 3, 17
1, 1, 13
1, 1, 13
1, 4, 21
1, 0, 10
1, 3, 17
1, 0, 10
1, 3, 17
1, 0, 10
1, 1, 13
1, 3, 17
1, 0, 10
1, 2, 15
1, 1, 13
1, 1, 13
1, 0, 10
1, 1, 13
1, 0, 10
1, 1, 13
1, 1, 13
1, 4, 19
1, 4, 21
1, 0, 10
1, 4, 21
1, 0, 10
1, 1, 13
1, 1, 13
1, 4, 19
1, 3, 17
1, 1, 13
1, 3, 17
1, 2, 17
1, 5, 23
1, 3, 17
1, 2, 17
1, 3, 19
1, 1, 13
1, 1, 13
1, 0, 10
1, 5, 21
1, 2, 17
1, 0, 10
1, 4, 21
1, 1, 13
1, 0, 10
1, 3, 17
1, 1, 13
1, 3, 19
1, 1, 13
1, 1, 13
1, 2, 15
1, 1, 15
1, 1, 13
1, 1, 13
1, 1, 13
1, 4, 21
1, 1, 13
1, 3, 17
1, 3, 19
1, 1, 13
1, 3, 17
1, 6, 27
1, 4, 21
1, 3, 17
1, 1, 13
1, 1, 13
1, 4, 21
1, 0, 10
1, 3, 19
1, 1, 13
1, 3, 21
1, 0, 10
1, 0, 10
1, 1, 13
1, 1, 13
1, 1, 13
1, 0, 10
1, 1, 13
1, 1, 13
1, 1, 13
1, 1, 13
1, 4, 19
1, 1, 13
1, 5, 21
1, 0, 10
1, 1, 13
1, 2, 15
1, 0, 10
1, 1, 13
1, 1, 13
1, 3, 21
1, 0, 10
1, 1, 13
1, 1, 13
1, 0, 10
1, 1, 10
1, 1, 13
1, 1, 13
1, 2, 15
1, 1, 13
1, 2, 15
1, 3, 17
1, 0, 10
1, 6, 23
1, 1, 13
1, 0, 10
1, 6, 27
1, 1, 13
1, 4, 21
1, 1, 13
1, 0, 10
1, 3, 19
1, 1, 13
1, 2, 17
1, 2, 17
1, 1, 13
1, 3, 17
1, 2, 17
1, 3, 19
1, 3, 17
1, 0, 10
1, 1, 13
1, 1, 13
1, 3, 17
1, 1, 13
1, 4, 21
1, 1, 13
1, 1, 13
1, 0, 10
1, 1, 13
1, 3, 19
1, 1, 13
1, 0, 10
1, 1, 13
1, 2, 19
1, 3, 19
1, 1, 13
1, 3, 19
1, 1, 13
1, 3, 17
1, 3, 21
1, 1, 13
1, 2, 19
1, 1, 13
1, 1, 13
1, 4, 21
1, 2, 15
1, 2, 17
1, 3, 19
1, 0, 10
1, 1, 13
1, 1, 13
1, 1, 13
1, 3, 17
1, 1, 13
1, 1, 13
1, 0, 10
1, 1, 13
1, 1, 13
1, 1, 13
1, 1, 13
1, 1, 13
1, 0, 10
1, 3, 23
1, 3, 17
1, 1, 13
1, 1, 13
1, 1, 13
1, 4, 19
1, 3, 17
1, 3, 17
1, 5, 21
1, 1, 13
1, 1, 13
1, 3, 17
1, 4, 19
1, 6, 27
1, 0, 10
1, 0, 10
1, 3, 19
1, 2, 15
1, 1, 13
1, 2, 19
1, 3, 17
1, 3, 17
1, 1, 13
1, 1, 13
1, 0, 10
1, 4, 19
1, 1, 13
1, 1, 13
1, 1, 13
1, 1, 13
1, 1, 13
1, 3, 17
1, 1, 13
1, 1, 13
1, 1, 13
1, 1, 13
1, 2, 21
1, 2, 17
1, 1, 15
1, 3, 19
1, 1, 13
1, 1, 13
1, 1, 13
1, 6, 27
1, 1, 13
1, 4, 21
1, 1, 13
1, 3, 17
1, 1, 13
1, 4, 19
1, 0, 10
1, 2, 15
1, 4, 21
1, 0, 10
1, 2, 19
1, 3, 19
1, 5, 21
1, 1, 13
1, 2, 17
1, 2, 17
1, 3, 17
1, 1, 13
1, 5, 23
1, 0, 10
1, 3, 17
1, 1, 13
1, 0, 10
1, 3, 17
1, 1, 13
1, 1, 13
1, 1, 13
1, 1, 13
1, 5, 21
1, 0, 10
1, 1, 13
1, 2, 17
1, 1, 15
1, 5, 23
1, 1, 13
1, 0, 10
1, 3, 21
1, 1, 13
1, 3, 17
1, 4, 21
1, 4, 23
1, 4, 19
1, 2, 17
1, 1, 13
1, 0, 10
1, 1, 13
1, 6, 30
1, 0, 10
1, 3, 19
1, 0, 10
1, 3, 19
1, 1, 13
1, 1, 13
1, 0, 10
1, 5, 23
1, 0, 10
1, 1, 13
1, 1, 13
1, 1, 13
1, 2, 17
1, 1, 13
1, 1, 13
1, 1, 13
1, 1, 13
1, 0, 10
1, 1, 13
1, 1, 13
1, 2, 15
1, 4, 21
1, 3, 19
1, 4, 21
1, 0, 10
1, 6, 27
1, 2, 19
1, 1, 13
1, 2, 17
1, 1, 13
1, 3, 17
1, 1, 15
1, 1, 13
1, 3, 17
1, 2, 17
1, 3, 19
1, 1, 13
1, 3, 19
1, 1, 13
1, 2, 17
1, 0, 10
1, 0, 10
1, 1, 13
1, 2, 17
1, 7, 32
1, 1, 13
1, 4, 19
1, 2, 17
1, 1, 15
1, 1, 13
1, 1, 13
1, 3, 17
1, 3, 17
1, 3, 19
1, 1, 13
1, 1, 13
1, 2, 17
1, 3, 17
1, 1, 13
1, 4, 21
1, 3, 19
1, 5, 21
1, 1, 13
1, 0, 10
1, 3, 17
1, 1, 13
1, 0, 10
1, 1, 15
1, 1, 13
1, 0, 10
1, 0, 10
1, 1, 13
1, 2, 17
1, 4, 19
1, 0, 10
1, 3, 21
1, 1, 13
1, 1, 13
1, 2, 17
1, 1, 13
1, 1, 13
1, 5, 21
1, 1, 13
1, 3, 19
1, 4, 21
1, 1, 13
1, 2, 19
1, 1, 13
1, 1, 13
1, 1, 13
1, 2, 17
1, 3, 19
1, 2, 21
1, 0, 10
1, 2, 21
1, 0, 10
1, 0, 10
1, 1, 13
1, 1, 13
1, 4, 21
1, 1, 13
